,text_id,sentence_id,word_id,word,TRT,relFix,word_order,nfix,NEW_sentence_id
1,1,1.0,1,янус,248.0,0.03725401832657353,0,1.0,1.0
2,1,1.0,2,—,,,1,NA,1.0
3,1,1.0,3,бог,225.0,0.0337990085624155,2,2.0,1.0
4,1,1.0,4,всех,492.0,0.07390716538981523,3,3.0,1.0
5,1,1.0,5,начинаний,585.0,0.0878774222622803,4,3.0,1.0
6,1,1.0,6,и,217.0,0.03259726603575184,5,1.0,1.0
7,1,1.0,7,переходов,1300.0,0.19528316058284512,6,5.0,1.0
8,1,1.0,8,в,,,7,NA,1.0
9,1,1.0,9,древнеримской,1936.0,0.2908216914526063,8,8.0,1.0
10,1,1.0,10,религии,939.0,0.14105452906714736,9,4.0,1.0
11,1,1.0,11,и,,,10,NA,1.0
12,1,1.0,12,мифологии.,715.0,0.10740573832056483,11,3.0,1.0
13,1,2.0,13,он,,,12,NA,2.0
14,1,2.0,14,имеет,252.0,0.06924979389942292,13,2.0,2.0
15,1,2.0,15,двоякую,204.0,0.05605935696619951,14,1.0,2.0
16,1,2.0,16,"природу,",319.0,0.08766144545204727,15,1.0,2.0
17,1,2.0,17,и,,,16,NA,2.0
18,1,2.0,18,его,270.0,0.0741962077493817,17,1.0,2.0
19,1,2.0,19,обычно,170.0,0.046716130805166255,18,1.0,2.0
20,1,2.0,20,изображают,342.0,0.09398186314921682,19,2.0,2.0
21,1,2.0,21,"двуликим,",390.0,0.10717230008244023,20,1.0,2.0
22,1,2.0,22,так,,,21,NA,2.0
23,1,2.0,23,как,512.0,0.14069799395438307,22,2.0,2.0
24,1,2.0,24,он,,,23,NA,2.0
25,1,2.0,25,смотрит,350.0,0.09618026930475405,24,2.0,2.0
26,1,2.0,26,и,,,25,NA,2.0
27,1,2.0,27,в,,,26,NA,2.0
28,1,2.0,28,"будущее,",484.0,0.13300357241000274,27,2.0,2.0
29,1,2.0,29,и,,,28,NA,2.0
30,1,2.0,30,в,,,29,NA,2.0
31,1,2.0,31,прошлое.,346.0,0.09508106622698544,30,2.0,2.0
32,1,3.0,32,янусу,379.0,0.10613273592831139,31,1.0,3.0
33,1,3.0,33,были,313.0,0.08765051806216746,32,2.0,3.0
34,1,3.0,34,подвластны,316.0,0.08849061887426492,33,1.0,3.0
35,1,3.0,35,начало,207.0,0.05796695603472417,34,1.0,3.0
36,1,3.0,36,и,,,35,NA,3.0
37,1,3.0,37,конец,251.0,0.07028843461215346,36,1.0,3.0
38,1,3.0,38,всякого,692.0,0.19378325399047885,37,4.0,3.0
39,1,3.0,39,"конфликта,",407.0,0.11397367684122095,38,2.0,3.0
40,1,3.0,40,а,103.0,0.028843461215345843,39,1.0,3.0
41,1,3.0,41,значит,449.0,0.12573508821058527,40,2.0,3.0
42,1,3.0,42,—,,,41,NA,3.0
43,1,3.0,43,война,247.0,0.06916830019602352,42,1.0,3.0
44,1,3.0,44,и,207.0,0.05796695603472417,43,1.0,3.0
45,1,3.0,45,мир.,,,44,NA,3.0
46,1,4.0,46,ворота,247.0,0.05802208127789523,45,1.0,4.0
47,1,4.0,47,его,217.0,0.0509748649283533,46,1.0,4.0
48,1,4.0,48,храма,509.0,0.11956777073056143,47,2.0,4.0
49,1,4.0,49,были,156.0,0.036645525017618044,48,1.0,4.0
50,1,4.0,50,открыты,520.0,0.1221517500587268,49,3.0,4.0
51,1,4.0,51,во,172.0,0.04040404040404041,50,1.0,4.0
52,1,4.0,52,время,467.0,0.10970166784120272,51,2.0,4.0
53,1,4.0,53,войны,385.0,0.09043927648578812,52,2.0,4.0
54,1,4.0,54,и,,,53,NA,4.0
55,1,4.0,55,закрыты,407.0,0.09560723514211886,54,2.0,4.0
56,1,4.0,56,в,,,55,NA,4.0
57,1,4.0,57,мирное,954.0,0.22410147991543342,56,4.0,4.0
58,1,4.0,58,время.,223.0,0.05238430819826169,57,1.0,4.0
59,1,5.0,59,януса,582.0,0.10053549835895664,58,3.0,5.0
60,1,5.0,60,как,142.0,0.024529279668336502,59,1.0,5.0
61,1,5.0,61,бога,453.0,0.07825185697011573,60,2.0,5.0
62,1,5.0,62,ворот,796.0,0.13750215926757645,61,4.0,5.0
63,1,5.0,63,также,719.0,0.12420107099671791,62,1.0,5.0
