,text_id,sentence_id,word_id,word,TRT,relFix,word_order,nfix,NEW_sentence_id
1,2,1.0,1,shaka,424.0,0.11416262789445342,0,2.0,1.0
2,2,1.0,2,"işareti,",481.0,0.12950996230479267,1,2.0,1.0
3,2,1.0,3,daha,,,2,NA,1.0
4,2,1.0,4,çok,282.0,0.07592891760904685,3,1.0,1.0
5,2,1.0,5,hawaii,318.0,0.08562197092084006,4,1.0,1.0
6,2,1.0,6,ve,,,5,NA,1.0
7,2,1.0,7,sörf,563.0,0.15158858373721054,6,2.0,1.0
8,2,1.0,8,kültürüyle,410.0,0.11039310716208939,7,2.0,1.0
9,2,1.0,9,ilişkilendirilen,621.0,0.16720516962843296,8,3.0,1.0
10,2,1.0,10,bir,,,9,NA,1.0
11,2,1.0,11,el,269.0,0.07242864835756596,10,1.0,1.0
12,2,1.0,12,hareketidir.,346.0,0.09316101238556812,11,2.0,1.0
13,2,2.0,13,bu,,,12,NA,2.0
14,2,2.0,14,"hareket,",521.0,0.06904320169626292,13,2.0,2.0
15,2,2.0,15,baş,232.0,0.03074476543864299,14,1.0,2.0
16,2,2.0,16,parmak,164.0,0.021733368672144183,15,1.0,2.0
17,2,2.0,17,ve,,,16,NA,2.0
18,2,2.0,18,serçe,192.0,0.02544394381129075,17,1.0,2.0
19,2,2.0,19,parmak,546.0,0.07235621521335807,18,3.0,2.0
20,2,2.0,20,açık;,190.0,0.02517890272992314,19,1.0,2.0
21,2,2.0,21,diğer,745.0,0.09872780280943547,20,4.0,2.0
22,2,2.0,22,üç,,,21,NA,2.0
23,2,2.0,23,parmağın,472.0,0.06254969520275643,22,2.0,2.0
24,2,2.0,24,kapalı,697.0,0.09236681685661277,23,3.0,2.0
25,2,2.0,25,ve,,,24,NA,2.0
26,2,2.0,26,kıvrılmış,247.0,0.03273257354890008,25,1.0,2.0
27,2,2.0,27,durumda,224.0,0.029684601113172542,26,1.0,2.0
28,2,2.0,28,bulunması,236.0,0.03127484760137821,27,1.0,2.0
29,2,2.0,29,ve,,,28,NA,2.0
30,2,2.0,30,elin,327.0,0.04333421680360456,29,2.0,2.0
31,2,2.0,31,kendi,265.0,0.03511794328120859,30,1.0,2.0
32,2,2.0,32,ekseninde,431.0,0.05711635303472038,31,2.0,2.0
33,2,2.0,33,ileri,374.0,0.04956268221574344,32,2.0,2.0
34,2,2.0,34,geri,145.0,0.01921547839915187,33,1.0,2.0
35,2,2.0,35,oynatılmasıyla,852.0,0.1129075006626027,34,4.0,2.0
36,2,2.0,36,oluşur.,686.0,0.09090909090909091,35,3.0,2.0
37,2,3.0,37,shaka,458.0,0.07705248990578735,36,1.0,3.0
38,2,3.0,38,"işareti,",126.0,0.0211978465679677,37,1.0,3.0
39,2,3.0,39,altmışlarda,847.0,0.14249663526244952,38,2.0,3.0
40,2,3.0,40,hawaii’yi,803.0,0.1350942126514132,39,2.0,3.0
41,2,3.0,41,ziyaret,215.0,0.03617092866756393,40,1.0,3.0
42,2,3.0,42,eden,,,41,NA,3.0
43,2,3.0,43,sörfçülerin,366.0,0.061574697173620456,42,2.0,3.0
44,2,3.0,44,benimseyip,415.0,0.06981830417227457,43,2.0,3.0
45,2,3.0,45,kendi,277.0,0.04660161507402422,44,1.0,3.0
46,2,3.0,46,kültürlerinin,407.0,0.06847240915208613,45,2.0,3.0
47,2,3.0,47,bir,294.0,0.04946164199192463,46,2.0,3.0
48,2,3.0,48,parçası,180.0,0.03028263795423957,47,1.0,3.0
49,2,3.0,49,haline,196.0,0.03297442799461642,48,1.0,3.0
50,2,3.0,50,getirmesiyle,187.0,0.03146029609690444,49,1.0,3.0
51,2,3.0,51,dünyaya,647.0,0.1088492597577389,50,3.0,3.0
52,2,3.0,52,yayılmıştır.,526.0,0.08849259757738896,51,2.0,3.0
53,2,4.0,53,çoğunlukla,355.0,0.10116842405243659,52,2.0,4.0
54,2,4.0,54,"selamlamak,",342.0,0.09746366486178398,53,1.0,4.0
55,2,4.0,55,teşekkür,264.0,0.07523510971786834,54,1.0,4.0
56,2,4.0,56,"etmek,",82.0,0.02336848104873183,55,1.0,4.0
57,2,4.0,57,onaylamak,1217.0,0.3468224565403249,56,4.0,4.0
58,2,4.0,58,ve,,,57,NA,4.0
59,2,4.0,59,hatta,482.0,0.13736107153035051,58,3.0,4.0
60,2,4.0,60,övgü,267.0,0.07609005414648048,59,1.0,4.0
61,2,4.0,61,ifade,175.0,0.04987175833570818,60,1.0,4.0
62,2,4.0,62,etmek,94.0,0.026788258763180393,61,1.0,4.0
63,2,4.0,63,için,231.0,0.06583072100313479,62,1.0,4.0
64,2,4.0,64,kullanılır.,,,63,NA,4.0
65,2,5.0,65,hawaii,437.0,0.04694886119467125,64,2.0,5.0
66,2,5.0,66,sakinleri,234.0,0.025139664804469275,65,1.0,5.0
67,2,5.0,67,bu,242.0,0.02599914052428019,66,1.0,5.0
68,2,5.0,68,el,131.0,0.014073914911903738,67,1.0,5.0
