word_id,TRT,FixCount,Scan_path,Span_word_is_in,text_id
Wine_0,nan,0,[],,meco_para_7
tasting_0,nan,0,[],,meco_para_7
is_0,nan,0,[],,meco_para_7
the_0,nan,0,[],,meco_para_7
sensory_0,nan,0,[],,meco_para_7
examination_0,nan,0,[],,meco_para_7
and_0,nan,0,[],,meco_para_7
evaluation_0,nan,0,[],,meco_para_7
of_0,nan,0,[],,meco_para_7
wine._1,nan,0,[],,meco_para_7
While_0,nan,0,[],,meco_para_7
the_1,nan,0,[],,meco_para_7
practice_0,nan,0,[],,meco_para_7
of_1,nan,0,[],,meco_para_7
wine_2,nan,0,[],,meco_para_7
tasting_1,nan,0,[],,meco_para_7
is_1,nan,0,[],,meco_para_7
as_0,nan,0,[],,meco_para_7
ancient_0,nan,0,[],,meco_para_7
as__0,nan,0,[],,meco_para_7
its_0,nan,0,[],,meco_para_7
"production,_0",67.0,1,[13],,meco_para_7
a_0,nan,0,[],,meco_para_7
more_0,205.0,2,"[14, 15]",,meco_para_7
formalized_0,378.0,4,"[17, 28, 29, 30]",,meco_para_7
methodology_0,nan,0,[],,meco_para_7
has_0,715.0,1,[4],,meco_para_7
slowly_0,952.0,3,"[5, 19, 20]",,meco_para_7
become_0,1627.0,7,"[6, 7, 21, 22, 36, 37, 50]",,meco_para_7
established_0,339.0,4,"[9, 10, 23, 24]",,meco_para_7
from_0,171.0,2,"[11, 25]",,meco_para_7
the_2,342.0,3,"[12, 26, 53]",,meco_para_7
late_0,169.0,2,"[39, 40]",,meco_para_7
middle_0,496.0,4,"[27, 41, 42, 54]",,meco_para_7
ages_0,275.0,2,"[43, 57]",,meco_para_7
onwards._0,408.0,3,"[18, 44, 58]",,meco_para_7
"Modern,_0",615.0,3,"[59, 60, 72]",,meco_para_7
professional_0,2473.0,9,"[31, 32, 33, 46, 47, 48, 61, 74, 75]",,meco_para_7
wine_3,nan,0,[],,meco_para_7
tasters_0,300.0,1,[63],,meco_para_7
use_0,101.0,1,[64],,meco_para_7
a_1,102.0,1,[51],,meco_para_7
constantly_0,645.0,3,"[52, 65, 94]",,meco_para_7
evolving_0,303.0,3,"[66, 67, 95]",,meco_para_7
specialized_0,238.0,2,"[68, 69]",,meco_para_7
terminology_0,nan,0,[],,meco_para_7
which_0,nan,0,[],,meco_para_7
is_2,510.0,2,"[73, 135]",,meco_para_7
used_0,142.0,2,"[45, 102]",,meco_para_7
to_0,170.0,1,[137],,meco_para_7
describe_0,480.0,3,"[62, 76, 138]",,meco_para_7
the_3,79.0,1,[77],,meco_para_7
range_0,92.0,1,[78],,meco_para_7
of_2,273.0,3,"[79, 93, 168]",,meco_para_7
perceived_0,542.0,3,"[80, 81, 132]",,meco_para_7
"flavors,_0",814.0,4,"[82, 83, 96, 134]",,meco_para_7
aromas_0,681.0,3,"[84, 97, 98]",,meco_para_7
and__0,682.0,6,"[70, 71, 85, 86, 87, 99]",,meco_para_7
general_0,136.0,2,"[100, 101]",,meco_para_7
characteristics_0,715.0,5,"[103, 104, 116, 118, 119]",meco_para_7_qa_0 ,meco_para_7
of_3,375.0,2,"[120, 136]",meco_para_7_qa_0 ,meco_para_7
a_2,306.0,1,[105],meco_para_7_qa_0 ,meco_para_7
wine._4,nan,0,[],meco_para_7_qa_0 ,meco_para_7
In_0,68.0,1,[166],meco_para_7_qa_0 ,meco_para_7
recent_0,498.0,4,"[92, 107, 139, 167]",meco_para_7_qa_0 ,meco_para_7
"years,_0",68.0,1,[169],meco_para_7_qa_0 ,meco_para_7
results_0,nan,0,[],meco_para_7_qa_0 ,meco_para_7
challenging_0,1022.0,3,"[113, 133, 142]",meco_para_7_qa_0 ,meco_para_7
the_4,nan,0,[],meco_para_7_qa_0 ,meco_para_7
reliability_0,169.0,2,"[114, 115]",meco_para_7_qa_0 ,meco_para_7
of_4,nan,0,[],meco_para_7_qa_0 ,meco_para_7
wine_5,nan,0,[],meco_para_7_qa_0 ,meco_para_7
tasting_2,473.0,2,"[117, 144]",meco_para_7_qa_0 ,meco_para_7
in_1,69.0,1,[145],meco_para_7_qa_0 meco_para_7_qa_1 ,meco_para_7
both_0,103.0,1,[146],meco_para_7_qa_0 meco_para_7_qa_1 ,meco_para_7
experts_0,512.0,4,"[106, 121, 122, 148]",meco_para_7_qa_0 meco_para_7_qa_1 ,meco_para_7
and_1,nan,0,[],meco_para_7_qa_0 ,meco_para_7
consumers_0,243.0,3,"[2, 91, 108]",meco_para_7_qa_0 ,meco_para_7
have_0,375.0,3,"[109, 110, 140]",meco_para_7_qa_0 ,meco_para_7
surfaced._0,1124.0,5,"[111, 112, 131, 141, 171]",meco_para_7_qa_0 ,meco_para_7
For_0,509.0,1,[154],meco_para_7_qa_0 ,meco_para_7
"example,_0",nan,0,[],meco_para_7_qa_0 ,meco_para_7
studies_0,nan,0,[],meco_para_7_qa_0 ,meco_para_7
showed_0,nan,0,[],meco_para_7_qa_0 ,meco_para_7
that_0,nan,0,[],,meco_para_7
people_0,nan,0,[],,meco_para_7
expect_0,nan,0,[],,meco_para_7
more_1,nan,0,[],,meco_para_7
expensive_0,nan,0,[],,meco_para_7
wine_6,nan,0,[],,meco_para_7
to_1,nan,0,[],,meco_para_7
have_1,65.0,1,[130],,meco_para_7
more_2,237.0,1,[153],,meco_para_7
desirable_0,340.0,1,[143],,meco_para_7
characteristics_1,nan,0,[],,meco_para_7
than_0,nan,0,[],,meco_para_7
less_0,nan,0,[],,meco_para_7
expensive_1,nan,0,[],,meco_para_7
wine:_0,nan,0,[],,meco_para_7
When_0,nan,0,[],,meco_para_7
tasters_1,134.0,2,"[90, 149]",,meco_para_7
are_0,69.0,1,[150],,meco_para_7
given_0,69.0,1,[151],,meco_para_7
wine_7,467.0,3,"[1, 129, 152]",,meco_para_7
that_1,169.0,1,[188],,meco_para_7
they_0,nan,0,[],,meco_para_7
are_1,nan,0,[],,meco_para_7
falsely_0,nan,0,[],,meco_para_7
told_0,nan,0,[],,meco_para_7
is_3,nan,0,[],,meco_para_7
expensive_2,102.0,1,[158],,meco_para_7
they_1,100.0,1,[172],,meco_para_7
virtually_0,nan,0,[],,meco_para_7
always_0,68.0,1,[165],,meco_para_7
