word_id,TRT,FixCount,scanPath,Span_word_is_in,text_id
In_0,nan,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1
der_0,nan,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1
alten_0,nan,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1
rémischen’_0,193.0,2,"[136, 363]",meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1
Religion_0,360.0,4,"[20, 50, 51, 53]",meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1
und_0,142.0,2,"[57, 101]",meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1
Mythologie_0,368.0,5,"[35, 66, 67, 128, 129]",meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1
ist_0,196.0,3,"[23, 48, 58]",meco_para_1_qa_0 ,meco_para_1
Janus_0,nan,0,[],meco_para_1_qa_0 ,meco_para_1
der_1,65.0,1,[85],meco_para_1_qa_0 ,meco_para_1
Gott_0,110.0,2,"[27, 126]",meco_para_1_qa_0 ,meco_para_1
des_0,163.0,2,"[40, 119]",meco_para_1_qa_0 ,meco_para_1
Anfangs_0,280.0,3,"[45, 82, 122]",meco_para_1_qa_0 ,meco_para_1
und_1,nan,0,[],meco_para_1_qa_0 ,meco_para_1
der_2,nan,0,[],meco_para_1_qa_0 ,meco_para_1
Tore._0,136.0,1,[29],meco_para_1_qa_0 ,meco_para_1
Er_0,115.0,1,[135],meco_para_1_qa_0 ,meco_para_1
hat_0,201.0,2,"[52, 132]",meco_para_1_qa_0 ,meco_para_1
eine_0,104.0,1,[98],meco_para_1_qa_0 ,meco_para_1
doppelte_0,828.0,10,"[13, 21, 28, 34, 36, 99, 105, 106, 130, 167]",meco_para_1_qa_0 ,meco_para_1
Natur_0,550.0,7,"[14, 37, 77, 107, 108, 146, 265]",meco_para_1_qa_0 ,meco_para_1
und_2,243.0,3,"[49, 61, 261]",meco_para_1_qa_0 ,meco_para_1
wird_0,58.0,1,[117],meco_para_1_qa_0 ,meco_para_1
gewodhnlich_0,110.0,2,"[92, 118]",meco_para_1_qa_0 ,meco_para_1
mit_0,nan,0,[],meco_para_1_qa_0 ,meco_para_1
zwei_0,275.0,3,"[44, 81, 125]",meco_para_1_qa_0 ,meco_para_1
Gesichtern_0,nan,0,[],,meco_para_1
"dargestellt,_0",237.0,2,"[133, 134]",,meco_para_1
da_0,148.0,2,"[32, 137]",,meco_para_1
er_1,nan,0,[],,meco_para_1
in_1,549.0,7,"[7, 19, 33, 131, 168, 251, 267]",,meco_para_1
die_0,147.0,2,"[138, 252]",,meco_para_1
Zukunft_0,890.0,12,"[15, 17, 18, 62, 86, 237, 255, 256, 257, 262, 264, 266]",,meco_para_1
und_3,181.0,2,"[22, 236]",,meco_para_1
in_2,469.0,3,"[109, 164, 240]",,meco_para_1
die_1,572.0,6,"[59, 60, 116, 162, 272, 347]",,meco_para_1
Vergangenheit_0,53.0,1,[161],,meco_para_1
 blickt._0,nan,0,[],,meco_para_1
Janus_1,179.0,1,[123],,meco_para_1
Uberwachte_0,nan,0,[],,meco_para_1
den_0,nan,0,[],,meco_para_1
Beginn_0,213.0,2,"[171, 268]",,meco_para_1
und_4,54.0,1,[250],,meco_para_1
das_0,217.0,2,"[222, 249]",,meco_para_1
Ende_0,171.0,2,"[16, 221]",,meco_para_1
von_0,300.0,3,"[5, 145, 165]",,meco_para_1
Konflikten_0,612.0,7,"[115, 144, 147, 179, 239, 246, 271]",,meco_para_1
